id,title,author,grade,text,char,valence,arousal,dominance
18426,I Am His and He is Mine,hannah,10,أنا ملكه وهو ملكي أتساءل لماذا اختارني؟ أنا أسمعه يتهامس في قلبي أرى فرحاً في مغفرته أريد حياة مليئة بحضوره أنا له وهو لي,750,3.5323920249938965,3.573279857635498,3.303162813186645
116626,"What makes me,me.",hannah,10,جسدي هو سجني، الموت الذي رفعت منه الألم الذي اخترته معاناة كل الرعب هو حياتي الخوف هو مسكني,372,2.4421045780181885,3.4907479286193848,3.0270841121673584
21815,Guys,hannah,10,الرجال يمكن أن يكونوا لئيمين، الرجال يمكن أن يتحولوا إلى آلة قتال في سن المراهقة، يستهلكون مع الغضب، الكراهية، المخاوف، ويخترقون خلال الجدران البيضاء لغرفهم، بقبضاتهم،,576,2.1729660034179688,3.5541584491729736,2.9891726970672607
62019,A Dance Like No Other,hannah,10,تتلاشى الأضواء وتبطيء الموسيقى اثنين التحديق بترقب في بعضها البعض في حين أنها خطوة أقرب عينيها ضيقة ببطء عندما تضع ذراعيها حول كتفه ويضع يديه على كتفه,784,3.318312168121338,3.473780632019043,3.116739273071289
115892,Headlights,harrison,10,كان الوقت متأخراً في أول ليلة من السقوط. وبسرعة أستطيع أن أقول أن الفصول كانت تغير كنت سحبت في طوق سترتي,569,2.828062057495117,3.2562830448150635,3.0438172817230225
106722,Master of Sarcasm,harrison,10,فحين يفتح فمه الناضجون يرتجفون ويرتجفون تحت الغوغاء. لا يخاف من التغوط كالفلاحين او الملوك بل يرنم ويرنم ويرنم صوته الرهيب. يضع عيوب ضعف ولا ينجو الشك من كلماته القاسية القاسيّة.,353,2.5138230323791504,3.488284111022949,3.093418836593628
114470,The quickly duck,hassan,10,البطة السريعة هي بسرعة ثلاثة، البطة السريعة هي بأسرع ما هو عليه، ولكن في اليوم الذي أرادت فيه البطة السريعة أن تسابقني،,185,2.8749542236328125,3.4701972007751465,3.065859317779541
113927,Mother&apos;s Day,hazar,10,فُجِرَتَ وَبَدَأَتْ حَوْلَةُ ٱلْحَيَاةِ تَتَحَوَّلُ مَعَ ٱلْهَوِيَّةِ ٱلْحَلِيَّةِ وَنُقَرَّرَتْ وَٱلْجَوَارَاتُ فِي ٱلْحَيَاةِ .,331,3.2165842056274414,3.4716615676879883,3.1617980003356934
113033,M,hazel,10,حجارة زلقة لم تكن أبداً تبدو مغرياً هكذا فقط انزلاقة لرأسي ليذهب للسباق لذا أنا بدأت أتخدر هل نسيتني إذا رأيتني أذهب حراً,143,3.080528736114502,3.625361680984497,3.204735517501831
99961,Rain,heather,10,يَدْخلُ أسفل النوافذِ a يَدْخلُ a يَنْزلُ a تيار مِنْ قطراتِ غير ملونةِ قطرات غير ملوّنةِ تُقطّحُ وتَسْقطُ وتَسْقطُ وتَهْبطُ بأسرع ما جِئتْ بطريقة ما يَبْدو يَختفي ثانيةً يَختفي ثانيةً يَذْهبونَ ثانيةً يَذْهبونَ,452,3.0367276668548584,3.2350172996521,3.064380407333374
78061,Fat,heather,10,"""الكلب سمين"" ""فإنها أكلت فأراً ولبست قبعة"" ""لأنها سمينة""",61,2.351628303527832,3.172079801559448,3.053795099258423
14869,Enamorado.,hector,10,أنا عاشقة ولا شيء سيغيرني لأنني حبيبة وحبيبة لأنني أحبّكِ وأحبّكِ حبّي,174,4.447459697723389,4.052083015441895,3.4380996227264404
55606,The Red Rose,hector,10,الوردة كانت حمراء جداً جداً جداً,31,3.2378158569335938,3.080961227416992,3.1714634895324707
24386,The Pirate&apos;s Loot,heidi,10,لقد وجدت هذا الكنز الصغير ولكن لم يكن صغيراً جداً، كما ترى؟ لقد كان أكبر مما يمكن قياسه ومشرقاً لأنه يمكن أن يكون جبلاً أو ياقوت مال أكثر من الملك الغني,414,3.475645065307617,3.5113630294799805,3.2978885173797607
120298,Silent tears,hella,10,كان صوته يكشف عن قصة مروعة كان يخفيها في أنغام أغنية. بعض الخضار والحلوى في يده التي كان قد أحضرها لأمه العزيزة. فقط للوصول إلى المنزل، نظر إلى النافذة وابتسم لأخيه الصغير الذي كان ينتظر أن يأكل الحلوى. بعد أن دخل الصبي منزله، طلبت منه الأم أن يكون لها مقعد مريح. بعض الشاي وسمكة كبيرة. جاء شقيقه الصغير راكضا أسفل. أخذ الحلوى وتمتع بها أثناء جلوسه على الكرسي. ولكن انتظر، الأم جالسة في الزاوية، تبكي وتمسح دموعها. لا تبكِ الأم قالت الولد آمل، أنا دائماً هناك، نقطة ضعفي هناك ولكن لا تبالي، وهذا هو ألم الكشمر.,980,3.2736117839813232,3.301675081253052,3.167482614517212
25978,Cool cool,heyamm,10,ابرد بارد كل شيء ابرد,29,3.8019826412200928,3.440444231033325,3.351856231689453
96834,Cheese,hillman,10,مضغ مضغ صلب طبخ سهل ترسب شرقاً,36,3.214287757873535,2.9222960472106934,3.171276330947876
117451,A Dark Knight,himanshu,10,هناك فارس مظلم، في مدينة مليئة بالآفة التي تحمي شعبها... ... كل ما لديه من قوة ليضرب الخوف في قلوب أعدائه في الليل هناك فارس مظلم، في مدينة مليئة بالضوء... ...,552,3.099894523620605,3.314259529113769,3.292011022567749
