id,title,author,grade,text,char,valence,arousal,dominance
77464,Monster in My Closet,susie,6,هناك وحش في خزانتي. هناك وحش في خزانتي. هناك وحش في خزانتي. رأيت ذلك في كتاب. هناك وحش في الخزانة. لا ترى. لا ترى. هناك وحش في خزانتي,354,2.6703643798828125,3.610326766967773,3.0904219150543213
95009,"Nelson, My Dog",susil,6,(ج) في وقت لاحق (د) (د) (د) في الحديقة، (د) في الحديقة، (د) (د) (ف) (ف) (ف) (د) (د) (ج) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (ج) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (د) (هـ) (د) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (ه (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (ه (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (ه (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (ه (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (ه (ه (ه (هـ) (هـ) (هـ) (هـ) (هـ) (ه (هـ) (هـ) (ه (هـ) (هـ) (هـ) (هـ) (ه (هـ) (ه (ه (ه (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (هـ) (ه (هـ) (هـ) (هـ) (ه (هـ) (هـ) (ه (ه (ه (ه (ه (ه (ه (ه (ه (هـ) (هـ) (هـ),2731,3.388706684112549,3.374460935592652,3.27562952041626
46825,What should the weird guy do?,suzana,6,لم يكن لديه أي أصدقاء، لكنه لم يكن يحاول أن يكون لديه جلد أخضر مرتبط مع دبوس، كان شعره أزرقاً، كان قد كان لديه - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,1167,2.9882020950317383,3.1662168502807617,3.1135919094085693
17339,A Walk on the Moon,suzanne,6,ذهبت في نزهة ووجدت نفسي على القمر مع بالون. اعتقدت أنه كان حلما أو مخططا لجعلي أبلل مع خوف على ركبتي. يجب أن أكون مريضا من الحمى مع الحصبة أو الدمى. إذا كان مجرد حلم أو مخطط,353,3.3882830142974854,3.5969231128692627,3.2061080932617188
31246,The Sun Shines for Me,suzanne,6,عندما أرى الماء البارد والبارع في فترة ما بعد الظهر وشواطئ الرملية، عندما أسمع الصوت السريع، الصاخب لجداولي الصغيرة الخفية وغابة الغنائية الغارقة تتنهد في الرياح، عندما أشم رائحة النسيم الواضح من عاصفة المطر المسالمة جورجيا ورائحة فطيرة التفاح الطازجة، عندما أكون قادراً على القيام برقصة رائعة مزدوجة أو رقصة مثيرة للتوتر، عندما أكون مع ابن عمي الصغير أنتوني,654,3.679651498794556,3.4557907581329346,3.302445411682129
31239,Not in Vane,suzanne,6,في الحادي عشر من الشهر الماضي، مشى إلى العمل كالمعتاد دون أن يفكر في العالم عما إذا كان سيشاهد ابنته مرة ثانية، مُضحكاً، شاذاً، خرج في ذلك اليوم، لم تُعدّ ابنته سريره أو تدفع الفواتير التي لم تكن تعرف آخره، قريباً لا يفكر في عقله وهو يتسلق تلك الخطوات الطويلة إلى البرج الشمالي لا بشأن المعركة التي كان يخوضها مع طفلته الرضيعة كان رجلاً صلباً كان يفكر دائماً بالآخرين، لكن في ذلك اليوم جاء وقته ليقول وداعاً,1199,3.299868106842041,3.451085567474365,3.179837465286255
31250,It&apos;s A Natural Thing ~*HOPE*~,suzanne,6,الأمل هو مثل الشمس مشرقة مشرقة مشرقة كل يوم يمكن أن تتوهج... ... انها ليست أبدا بعيدا بعيدا الأمل... ... الأمل مثل زهرة تزهر... ...,284,3.719770908355713,3.475017786026001,3.254976511001587
39791,My Friends!,sweet,6,أتمنى لو كان لأصدقائي سيارة، أتمنى لو كان لأصدقائي جنى، أتمنى لو كان أصدقائى أحراراً كطائر أتمنى لو أن أصدقائى لن يموتوا أبداً أتمنى لو أن أصدقائى يمكن أن يكونوا أعز أصدقائى للأبد,265,2.977145195007324,3.596529960632324,3.065577745437622
100715,Ode to Color,sydne,6,بدون لون، فإن العالم سيكون في محنة، كل شيء سيكون في حالة لوناً مروعاً هو لماذا؟ لماذا؟ ما هو لون السماء؟ ماذا نفعل؟ ما هو الذي يجعل تربة الأرض بنية أم أن الأنف مشرقة باللون الأحمر على لون لمهرجان لونه أصفر، في حياة الموز لن تكون هي نفسها، بدون لون لُوَلَة؟ إذا كان اللون قد ذهب، أو فعل ما يسر عالمنا أن يكون مملاً، كتاب ملون فارغ إذا فقدت كل الأكمام، لن يكون هناك مكان للنظر إلى ما إذا كان البنفسجي، أو ما إذا كانت الحياة لن تكون الحياة نفسها، أو بدون لون لُوَقَة، أو لون طاقمي كبير، هو في كل مكان، أو ما إذا كان المكان الذي تذهب إليه يغذي العالم، أو يساعد على نموه، أو يثري العالم، أو يجعل الأشياء على قيد الحياة مثل رؤية العالم، فقط بالعيون الجديدة التي تكون جزءاً منه، أو إذا كان لون طاقمه كبيراً هو في كل مكان، أو حيثما تذهب إليه، أو تغذي العالم، أو تساعده على النمو، أو تثريه الألوان، أو تجعله شيئاً حياً مثل رؤية العالم، أو لو كانت العيون الجديدة فقط هي شيء، أو في الطلاء، أو في كل مكان، أو في مكان، أو في أي مكان، أو في الظلام، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو مكان، أو مكان، أو مكان، أو في ظل، أو في ظل، أو في أي مكان، أو في ظل، أو في ظل، أو في أي مكان، أو في أي مكان، أو في ظل، أو في أي مكان، أو في أي مكان، أو في ظل، أو في ظل، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في ظل، أو في أي مكان، أو مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في العالم، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو مكان، أو في أي مكان، أو في أي مكان، أو في العالم، أو مكان، أو في أي مكان، أو في أي مكان، أو في أي مكان، أو مكان، أو,1195,2.9313066005706787,3.1862053871154785,3.1136090755462646
86293,Sleep,sydney,6,أنا أحب الوسائد التي على رأسي... ...........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,195,3.632578134536743,3.5375185012817383,3.1989753246307373
