id,title,author,grade,text,char,valence,arousal,dominance
31358,America Our Home,lizzee,9,"المكان الذي نقف فيه بقوّة، وكلنا نغني نفس الأغنية. المكان الذي نحن فيه أحرار ""من البحر إلى مشرق البحر"". مع كل شخص من كل لون من ألوان المرأة حرّية كأمّنا. كما يفعل كل شخص أفعاله، الرئيس جورج جرة يقود بقوة. أمريكا هي المكان الذي يوجد فيه بينما الحرية تدور حول كل مكان.",320,3.546419143676758,3.406501531600952,3.369060754776001
30610,LIFE !,lizzie,9,الحياة رائعة لكن أعني التعاسة قد يكون من المفيد في أعماق أعماق أكثر من واحدة لك أن تزهر,147,3.0435943603515625,3.123943328857422,3.1954996585845947
85773,Wolves,loren,9,بعض الذئاب هي أكثر حماية. بعض الذئاب تتجول في البرية. بعض الذئاب قد تكون قتلت الذئاب. بعض الذئاب ليست مروضة. بعض الذئاب مفترسة، ولكن ما زلت أحب بعض الذئاب.,187,3.2765049934387207,3.28518009185791,3.289294481277466
85776,Parents,loren,9,بعض الآباء هم الألطف والوالدين لطفاء و بعض الآباء لطفاء و لئيمين لكن بعض الآباء قساة عليك لأنهم يحبونك,149,2.9118552207946777,3.1723053455352783,3.1578314304351807
62672,I Love/Hate,louise,9,أنا أحب الصيف، عندما يمكننا اللعب على الشاطئ كل يوم، ولكن أنا أكره الشمس تحترق على وجهي، أحب الخريف عندما تغير كل أوراق الشجر ألوانها على الأشجار القديمة الكبيرة، ولكن أكره الأوراق تسقط على رأسي، وأنا أحب الشتاء عندما نلعب في الثلج طوال اليوم،,430,3.410036087036133,3.3326849937438965,3.185131311416626
84472,Soliloquy,louise,9,في وسط الظلام، الأصوات في رأسي يبكي، يصرخ، يصرخ، والصراخ السعادة القلب هو كامل من الفرح... ...الانتصار... ...الانتصار... ...الانتصار...,229,3.8631069660186768,3.82827353477478,3.360261917114258
106872,My Family Tree.,louise,9,لدي شجرة عائلية مع عائلتي. هناك العمة سارة والعم موزة، وحبيبة الجدة تقاضيها. أختي مولي، أمي هولي، ورأيي الخاص بالنا. بابي، يزيح الردهات، عشية عيد الميلاد، مع الأب ستيف. الأخ نفا، ابن عم، ابن عم، طفل رضيع تامارا. شجرة عائلتي، جميعهم يحبونني، وأنا أحبهم مرة أخرى.,323,3.7336487770080566,3.3446083068847656,3.28501033782959
62677,Perfect,louise,9,تنانين مبهجة تنانين خطيرة ودودة جداً وجريئة ودواء جريئة ورائعة ورائعة من الناحية المادية تنانين شيطانية تنانين خطرة,153,4.061514377593994,3.739268779754639,3.38100266456604
118472,Broken heart,lu,9,يقولون أنّك قلت لي أنّي أكرهك، وأحبّك وقت الإختفاء.,258,2.733858108520508,3.637116432189941,3.151975631713867
96894,The Creator of all,lubov,9,علّمني طرقك، دعني أستنشق لحظات بدون اختناق، علّمني عمل النجار، خذني تحت جناحك وحوّلني إلى عمل فني يطيعك،,428,3.842803955078125,3.563734769821167,3.373904228210449
