id,title,author,grade,text,char,valence,arousal,dominance
108639,Flower Baby,aanise,7,كان هناك طفل قد ولد. اذا اردت طفلا تأخذ كوبا واحدا من اللون الأخضر وكوبا واحدا من اللون الارجواني وكوب واحد من اللون الزهري وكوب واحد من اللون الأزرق ثم تضعهم في اطباق مختلفة. ثم تأخذ طفلا واحدا وتضعه في ماء دافئ متوسط وتجعله يجلس لـ 20 ثانية. ثم تسكب كل اللون في الماء وتجلس لعشرة اجزاء. ثم تطعم الطفل بعض الماء. ثم تأخذ كوبين من التراب وترشه حولها ثم تأخذ كل شيء وتجلس لدقيقة واحدة وتعطيه بعض الماء وفي عشرة اجزاء تحصل على ازهارك.,575,3.372797966003418,3.109241485595703,3.2829718589782715
97166,The Dog And The Peanut,aaron,7,"عندما استيقظت في أحد الأيام، كان كلب على رأسي. سألته: ""ما الذي تفعله هناك؟"" قال كان هناك فول السوداني على رأسك. قلت حسنا أين هو الآن؟ قال الكلب مع وقفة أكلته. قلت ""جيد بالنسبة لك' الآن النزول من لي!!! و الخروج من هنا! وقال الكلب أنا ليس من الضروري أن يكون هو عالم حر، لأنني لا يزال مسموحا لي أن آكل في الفجر، ظهرا أو ليلا. يقول الصبي أنه ليس العالم الحر الذي يجب أن تدفع الضرائب. ولكن أنا كلب ليس لدي مخالب.",478,2.8570542335510254,3.555663108825684,3.309335470199585
92808,I am so awesome (not Isaac),aaron,7,أنا رائعة جداً، أنا رائعة جداً جداً كل شخص يحبني أنا عظيمة جداً,76,4.634098529815674,3.958569049835205,3.417487382888794
53996,Snow,aaron,7,انها تتساقط ببطئ نعم انها تثلج وتملأ الطرقات الممشى ايضا لا اصدق انه لا توجد مدرسة,126,2.4931535720825195,3.258975982666016,2.9310052394866943
51050,Equal,aaron,7,هل شجرة شجرة. لماذا لا تكون. كلها شجرة. الا ترى. شجيرة شجيرة. بالطبع نحن جميعا سواسية في هذا العالم. كلنا شجرة. الا ترى. الآن تخبرني هل شجيرة شجرة.,197,3.048686981201172,3.250274658203125,3.2106261253356934
116765,Sharpie,aaron,7,"""الحساسيّة سحريّة، مستعدّة بشكل دائم لورقة مذكّرتك""",63,3.7617692947387695,3.564296007156372,3.360801935195923
44388,I Made a Mistake,aaron,7,ذهبت إلى المتجر لشراء بعض الدجاج الساخن، ارتكبت خطأ واشتريت بعض الدوريتو. ذهبت مع صديقي للذهاب للعب حولها، ارتكبت خطأ وسقطت على الأرض. ذهبت إلى المتجر لشراء بعض البيض، ارتكبت خطأ واشتريت أرجل الدجاج. ذهبت إلى بيتي للجلوس على الأريكة، ارتكبت خطأ وجلست على أمي وقالت أوتش! ذهبت إلى غرفتي وبدأت بالبكاء، ارتكبت خطأ وقلت وداعا.,414,2.3656599521636963,3.37778377532959,2.870170831680298
104297,Cookout,aaron,7,عائلتي طاهية. ابي هو الشواية. دائما على النار. الام هي فحم داخل الشواية. دائما تدعم نار ابي. اخي هو البرغر دائما يعطي الناس افواه. انا الماء. دائما يعطيون ما يريدون.,240,3.5464541912078857,3.350245475769043,3.3342230319976807
91503,Tomatoes VS. Potatoes,aaron,7,طماطم طماطم كم أحبّكِ يا طماطم أنتِ رجوليّة، لستِ مُتعثّرة أو كتلية أو عصبيّة طماطم، طماطم، أنتِ أكثر لذّة بكثير من البطاطا المقرفة,160,4.248517036437988,3.82694149017334,3.483673095703125
49364,Lion,aaron,7,مهزز للحيوانات، مهززز للحيوانات، مأكول للحيوانات، أكل لللحم، مضرب للحيوانات، سكب للدم، قاتل للحيوانات، قط كبير، لا طعّة، قطّة كبيرة واحدة!!,163,2.5618810653686523,3.7508773803710938,3.318525075912476
73156,Spicy Wings,aaron,7,أَحبُّ الجاموسَ الأجنحةَ البريةَ، الأجنحة اللذيذة بكُلّ لدغة، مقرمشة على الخارج، لينة في المنتصفِ، أرطال مِنْ صلصةِ الشواءِ في فَمِّي، عسل خردل أيضاً،,166,3.825622081756592,3.600097179412842,3.363033533096313
15495,I am alive!,aaron,7,أنا عاصف، كئيب، يوم الربيع. أنا كويكب عائم مع النجوم. أنا غي أزرق يطير في السماء المفتوحة. أنا البحر الهادئ في يوم صيفي حار. أنا ذهب على رقبة الشاب الشاب ذاهب إلى المناظر الطبيعية الجميلة. أنا الأغنية التي تضيء حياة الناس. أنا برتقالية وحمراء تهتز لونها إلى الأرض. أنا ضوء النهار وضع الحياة في حياة الناس. أنا حي! أنا حي! أنا حي! أنا حي!,440,3.6700439453125,3.6018190383911133,3.3085458278656006
60391,My Video Game,aaron,7,اللكم، الرمية، التمركز، التحطيم، الطيران، الضرب، قد لا تكون حقيقية، إنها حقيقية بالنسبة لي، إنها لعبة الفيديو الخاصة بي.,116,3.0304670333862305,3.45915961265564,3.1898043155670166
65209,My Dog and I,aaron,7,"أنا وكلبي كنا نمشي في الشارع خلفنا سمعنا صوت صوت أقدام بدأنا تشغيلها نعلم أن هذا لم يكن ممتعاً لقد قلت لكلبي ""أجد السيد المخروط""",204,2.4589991569519043,3.4803171157836914,2.863654375076294
72222,Crazy Cat,aaron,7,نشطة ومجانية، أحياناً كسول وضبابية، لكن لا بد أنها لم تصاب بالدوار أبداً.,61,2.880211353302002,3.1015470027923584,3.1516568660736084
111799,Baseball,aaron,7,البيسبول مثل هذه لعبة مرحة ضرب الكرة والركض بسرعة سريعة متعة لضرب مضرب ولعب مضرب بيسبول,96,3.806384086608887,3.657803535461426,3.3904387950897217
111809,Food,aaron,7,o o o stupus o octupus o atmeal d esert,45,3.9249424934387207,3.6140365600585938,3.3608341217041016
104079,Mr. Red,aaron,7,"أنا أحب أن أتسلق البلوط الطويل لكن أحزنني عندما أطارد من قبل المدخنين أشعر بالسعادة والأمان عندما أكون مع السيدة (لينوس) أريد أن أقول للسيدة (لينوس) ""شكراً لحمايتي من هؤلاء الصيادين""",219,3.7533462047576895,3.61348032951355,3.3361895084381104
32694,My Bedroom,aaron johnson,7,في بعض الأحيان نظيفة، وأحياناً لطيفة، أنا سعيد أنه ليس لدي فئران. أنا أحتفظ بمعظم أشيائي هنا، عندما يذهب إخوتي ويعبثون بأغراضي أنا فقط أغضب وأقول يا عزيزي. إنها لامعة مثل أزهار الصيف نعم، هذه غرفة نومي.,309,3.47162127494812,3.301227569580078,3.276020765304565
115699,You&apos;re still the one,aarya,7,و أنا سأنسى الألم ثق بي مرة واحدة و سأكون أكثر شخص جدير بالثقة في حياتك اهتم بي مرة واحدة و سأكون أسعد شخص,300,3.8979105949401855,3.686575174331665,3.393547773361206
102832,Band,aaryn,7,أنا في فرقة أعزف فيها الطبول والأخرون يبدون رائعين جداً مثل المزمار والمزمار والأبواق والترامبونات,327,3.7755093574523926,3.6488869190216064,3.362680673599243
50033,"The Sea,The Mountain,The Breeze and Me",aateka,7,كما أقف في شرفتي، أشعر أن الرياح تمر من خلال شعري. الأرز الأحمر خارج نافذة غرفة نومي يتحرك كما لو كان بالسحر. لا يتحدث معي، ولكن بدلا من ذلك، أنا أتحدث إليه. أنا أقول ذلك عن البحر، الذي لا يزال المياه تجعلني أشعر بواحد مع نفسي. أنا أقول ذلك عن الجبال، التي تشاركني أحزانها ولحظاتها الجيدة معي. أنا أقول ذلك عني، الذي هو الآن هادئ وممتلئ مثل الطيور في البعيد. أنا الآن أخبر الأرز الأحمر عن البحر، والجبال والنسيم. الضوضاء البعيدة للمركبات لا تزعجني. صوت المياه والجبال يجعلني أشعر بالطمأنينة. ثم أدرك أن هذا هو أنا، وأنا سعيد جدا أن أكون أنا.,655,3.616712093353272,3.411262989044189,3.2794852256774902
37176,Her Ears,abbi,7,أذناها ناعمتان مثل المخمل، ترفرفان مثل العلم في الرياح. إذا كان بإمكاني تغيير أذنيها السوداء الطويلة، لتكون مدببة، أذنين بنيتين، لن أفعل!,149,2.7723724842071533,3.48188853263855,3.269890069961548
105697,Bunnys,abbie,7,أرانب في شعري أرانب كبيرة وأرانب أرانب صغيرة، أرانب أحبهم جميعاً,121,3.6798837184906006,3.41292667388916,3.28153920173645
104704,Eraser,abbie,7,حُسْنَي يَجْلسُ يَجْلسُ حول a قلم رصاص، عيون صَغيرة تُحدّقُ، أذنان كبيرتان تَدْخلانِ خارجاً، a تَجْعدُ شعر على القمةِ،,132,3.624533653259277,3.411030530929565,3.3401198387146
104701,Kai,abbie,7,قطرة واحدة لطيفة، تمشي مثل أسد صغير، بقع وشرائط، بني وسود، قفزات وزلاجات من خلال الهواء، ضرب، ضرب، ضرب الأرض وركض,145,3.348487138748169,3.515538692474365,3.191598653793335
104705,Pencil,abbie,7,أبيض أبيض، أبيض أبيض، أبيض أبيض نفاية، أسود نفاية... ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................,87,2.924526691436768,2.950889110565185,3.106121063232422
