id,title,author,grade,text,char,valence,arousal,dominance
99733,Silver Sliver,anna,6,جديد، نصف، نجوم ربع سنوية هي أنها مسطحة من الفضة، مشرقة، مشرقة في الليل ترفرف، عائمة، عالية في السماء الوقت، الفضاء، الحياة لا تزال,222,3.377038717269897,3.2528891563415527,3.227948904037476
60981,Bungie swing,anna,6,انظر إليّ أرجح، أقفز عبر الهواء، على الأرجوحة، أتراجع، مع النسيم، ابدأ من جديد، ابدأ من جديد،,235,3.669170379638672,3.532876968383789,3.34907341003418
60982,Funny Bunny,anna,6,ذات مرة قابلت أرنباً مضحكاً، ناعماً كالريش، وكأخضر كالمال، بالتأكيد كان يطير، عندما التقطته، ثم عبأته، ثم طار، لقد وجدت الآن، ما هو الأرنب هذا،,268,3.616803169250488,3.4882540702819824,3.2696895599365234
75379,Home Sweet Home,anna,6,مكاني المفضل هو في مكان ما حيث أكون في بعض الأحيان لوحدي حيث يمكن لعقلي أن يتجول، وحيث يمكن لأفكاري أن تتجول مع الكراسي المريحة والناعمة، والأسر الدافئة والحرائق عندما يكون مكاني المفضل بارداً,830,3.739952802658081,3.481447219848633,3.303922653198242
96678,My Dog,anna,6,يُطاردُ ذيلَه، مضحك مثل عندما يَضِعُ أَبَّي كلبَي تحت الغطاءِ، هو مُدمنُ كلبِي.,91,3.365275859832764,3.4226791858673096,3.286728620529175
96665,My Niece,anna,6,ككب كيك، وضوء و مُضحك، بعمر شهور طويلة، يقف على نيتي,74,3.855263948440552,3.521817207336426,3.3145458698272705
100640,Ode to Winter,anna,6,لا أحد يستطيع أن يقارن بجمال لا يمكن لأحد أن يكون قاسياً أو متغطرساً ببطانيات رائعة من الثلج الأبيض العمي كيف يمكن لأي شخص أن يستدير إلى ظهره ويقول لا يوجد سحابة سميكة قد تغطي السماء الزرقاء الأزرق ولكن الجميع يعلم أن الشتاء ليس رجلاً سيئاً في الشتاء,907,3.2669715881347656,3.445375919342041,3.1802961826324463
99722,Student,anna,6,أنا طالبة في وظيفتي هي أن أتعلم أني طالب أنا طالب عقلي يتقلب عقلي ويدور مدرسيني رائعين! مديري رائع! أنا طالب بيتي في المدرسة.,172,4.104068279266357,3.783223152160645,3.4258298873901367
118655,Summer,anna,6,مع الشمس نسبح بينما هناك نسيم نحب المرح الصيفي,88,4.094130516052246,3.56243109703064,3.38997220993042
87097,The Missing Shoe,anna,6,حذائي كان حذائي، فقدت حذائي وأنا حقاً أحتاج ذلك الحذاء، كان تحت سريري كيف أفلت، أنا حقاً بحاجة إلى ذلك الحذاء آمل أن أجده.,152,2.6001670360565186,3.3996782302856445,3.059403657913208
87106,Colors,anna,6,هناك ألوان في جميع أنحاء العالم، العالم مثل قوس قزح هو أحمر، أبيض وأزرق مثل العلم الأمريكي هناك أخضر مثل العشب الرائع الذي أحب الألوان هناك في جميع أنحاء المكان.,194,3.996917724609375,3.572449207305908,3.330411434173584
103553,Less is More,anna,6,ببرود بارد ورطب يزدهر و ضعيف جداً و ضعيف جداً يَمُوتُ,66,2.585823535919189,3.0936808586120605,2.9642436504364014
105233,Masha,anna,6,أنفها وردي كضوء البحر. عندما تركض تبدو وكأنها قطيع من الأحصنة. أسودها وأبيضها ناعم مثل الوسادة المخملية. تحب أن تلعب الحيل على الناس من أجل الطعام. وعندما تشعر بالوحدة تأتي وتعانقك.,247,3.5412771701812744,3.403698682785034,3.180562257766724
53680,Annabana is my name,anna,6,"اسمى هو ""نا بانانا"" و ""باننانانا"" ليست غير مهذبة إنها مصفرة مع النقاط الحمراء (لا يوجد لديها جدرى) تحب الرقص طوال اليوم ثم تغني أغنية ""بانانا""",191,3.341896772384644,3.2538695335388184,3.251788377761841
65595,dreamz,anna,6,هناك الكثير من الأشياء في الحلم أنه من الضروري جداً أن ترى ur justv a dw,82,3.731718063354492,3.495743751525879,3.255866765975952
34421,Busy Streets,anna,6,الناس، الناس في كل مكان يسيرون في الشوارع، يعودون إلى ديارهم من العمل في سن الخامسة مستخدمين أرجلهم المُتعبة قرونهم تُزمّرُ أضواءَ يُغيّرُ الناسَ يَصْرخونَ ' tatci! '! ' الشمس تَغْلقُ طبخ العشاءَ يَستعجلُ لِكي يَكُونَ بيتاً.,231,2.907735586166382,3.609067440032959,3.1067495346069336
100201,Drifting in a Far Away Land,anna,6,سحابة تتقلب في الهواء، السماء تطفو بشكل جميل، النجوم تتألق ليلة سعيدة!,80,4.098703384399414,3.764434576034546,3.350287437438965
52282,Wishes,anna,6,"ضوء نجمي، نجمة مشرقة، نجمة أول نجمة أراها الليلة، أتمنى، أتمنى لو، أتمنى، أتمنى أن أتمنى هذه أمنيتي هذه الليلة. الدب القطبي ينظر إلى البحر اللامع ويفكر ""ألن يكون لطيفاً إذا عادت السيدة الربيع مرة أخرى وذوبان الجليد البارد المظلم!",466,3.182377338409424,3.3754241466522217,3.134944200515747
52284,Wishes,anna,6,ضوء نجمي، نجم مشرق، نجم مشرق، نجم أول نجمة أراها الليلة، أتمنى لو، أتمنى، أتمنى لو، أتمنى، أتمنى هذه الأمنية أتمنىها هذه الليلة. الدب القطبي ينظر عبر بحر مشرق ويفكر,172,3.280848979949951,3.313084840774536,3.1758859157562256
93453,A Scary Teddy,anna,6,دميتي مشعرة جداً لدرجة أنها مشعرة ومخيفة - دميتي عبارة عن هيكل عظمي للهلوين مما يجعلها أكثر رعباً -,120,2.425624370574951,3.3781380653381348,2.975862503051758
51376,Mr. Mean,anna,6,هو لا يريدني أن أذهب لكن ألا يعرف أن يساعدني مع الشك بأنه هو,179,2.389124870300293,3.406119108200073,3.1580965518951416
92489,The sun gave me something,anna,6,"الشمس أعطتني شيئا. تبدو وكأنها ريح برائحة جميلة. سقطت كبطانية تغطيني باللينة. تجعلك تشعر بالشجعان ، وتضحك مرة أخرى لتضحك لتجعل الكئيب الصغير يفشل إليك. أعطتني الشمس شيئا لا يمكنك أن تراه لا تأكله ولكن يمكنك أن تبتسم به. تساعدك على الوقوف مرة أخرى من الحزن ، الحزن ، واليأس . تساعدك على الابتسام مرة أخرى ، ودعك تقفز أعلى من الزمان. كان ""شيء"" حاضرا يسمى ""أشجع"".",587,3.8028528690338135,3.590292453765869,3.293907403945923
38102,SNOW,anna,6,"الثلج الخارجى مثل التندرة البيضاء، إنه أبيض مثل البومة الثلجية، إنه هادئ جداً بالخارج، هادئ جداً يمكنك هنا عواء الذئب. الشوارع سميكة جداً مع الثلج، لذا ذكية وممتع أن تنزلق عليها، لكن إذا حدث أن انزلقت وسقطت، انهض بحذر إضافي. الناس صعوداً وهبوطاً، هم خارج الطريق، يبنون رجال الثلج، وعندما يمشي الناس بجوار منازلهم، يصيحون، ""هيه الرجل""! معارك كرة الثلج ممتعة أيضاً، لا تضربني في وجهي، ارمي بقدر ما تستطيع، إذا أردت الفوز بالسباق.",503,3.3981337547302246,3.490481376647949,3.309434652328491
102251,The DogDozer,anna,6,(لدي كلب اسمه (بيلا) أدعوها كلب (دوزر) أدعوها بهذا لأنها إذا قابلت شخصاً ما لا تعلم أنها ستجرفهم على أنها كلب محب جداً,252,2.779406785964966,3.335186243057251,3.2182066440582275
27865,You Can,anna,6,يمكنك أن تكون بطلاً، يمكنك أن تكون عاجزاً، يمكنك أن تكون صفراً، فقط لا تتصرف بحماقة. إذا قلت أنك تريد ذلك، هيا، إذا أردت أن تكون مناسباً، لا تبقى في السرير. إذا كنت تريد أن تكون نجماً، أو تعزف غيتاراً، يمكنك أن تذهب إلى أقصى حد تتمنى، يمكنك حتى أن تصطاد سمكة. شغل ضوءك، وتسلق تلك التلال، أظهر أنك مشرق، وابقى بعيداً عن الحبوب. إذا ذهبت بعيداً عن المسار، أو حتى الرحلة والسقوط، عد إلى الوراء، وانهض.,447,3.170344829559326,3.394155502319336,3.3929662704467773
97559,Summertime,anna,6,الصيف مع الايس كريم، والرش والحلوى الساخنة على القمة، بارد بارد يبرد في حلقي.,83,3.181717157363892,3.3802168369293213,3.141697645187378
