id,title,author,grade,text,char,valence,arousal,dominance
101556,"The Rose, the Fire, and the Woman",juan,11,هي كلها أشياء جميلة. كلها تتفتح من الأرض، وهي جاهزة لتشرق يومك. كيف تم ذلك، لن يعرف أبدا، لكنني أقدر ذلك. الزهرة، النار والمرأة. يمكن أن تكون كلها مميتة، كل منها أكثر من الأخيرة. واحد سيجعلك تنزف، بينما الآخر سوف يتركك تحترق. ولكنها فقط آخر واحدة ستدوم بقية حياتك. الورد، النار والمرأة. كل واحد يحتاج إلى الكثير من الرعاية. لا كمية من التبخت سوف تغير الطريقة التي هي عليها. هم بهذه الطريقة بطبيعة الحال، وفي الحقيقة ليس هناك طريقة أفضل. النهضة، النار والمرأة. إذا كنت تحبهم حقا، على الرغم من ذلك، سوف تتركها. سواء كان النمو، الموت، أو ببساطة أن تكون حرة. إنها الطريقة التي هي عليها، والطريقة التي ينبغي أن تكون عليها.,745,3.545034408569336,3.364849090576172,3.294348955154419
95748,I&apos;ve Learned My Lesson,juan,11,لقد تعلمت درسي ألن تعودي من فضلك إلى هوسي قلبي يمزق ضغطك أمسكي يدي للمرة الأخيرة فقط ليست نفس الطريقة التي اعتدت أن أتحمل بها اللوم لكن بالنسبة لي لن أنسى أبداً أن تحملي المفتاح الذي لا ترينه ربما لم يكن من المعقول أن تُخبريني,313,2.6318066120147705,3.3658447265625,3.052293539047241
17203,Heartbreak,julia,11,كانت قريبة، شعرت بخطواتها، كصوت غريب، غريب كصراخ الحافلة في الفجر، الكلمات توقفت وغادرت، لكن العواطف تدحرجت، ملأت الغرفة بغزة حادة، اللدغة المرّة المعلّقة في الهواء، اللدغة المرّة المعلّقة في الهواء، تُردّد مثل سي دي عالقة، مرتدية ثقباً في قلبي.,625,2.5277774333953857,3.4763784408569336,2.941871404647827
113020,Lets cut to the chase,juliann,11,ما أشعر به عن الحياة. الحياة هي حلوى يمكن أن تكون حلوة أو يمكن أن تكون مرّة. عندما تجعلينها مريرة لم تعد تلمع بعد الآن. الفرحة الحياة تعطيك,288,3.370403289794922,3.361236095428467,3.249206304550171
113124,Colors delight,juliann,11,أنت لا تعرف كيف تلصق سحابك مرة أخرى معاً. أرجواني لا تقلق ليس سلحفاة. أكثر من لحن في أغنية. بني جمالك لتتوج على أي شيء. أبيض منظرك الذي لا يمكن أن يسير بشكل خاطئ أو صحيح.,396,3.321758270263672,3.230376720428467,3.25930404663086
38555,Hills,julie,11,تلال التلال بعضها مسطح بعضها دائري ولكن كل جمالها يمكن العثور عليه بالنسبة لجميع التلال لديها الجمال التي تتألق وسلام ملحوظ الذي هو يحط من قيمة الشمس تشرق على العشب الأخضر الذي ينمو والتلال يبدو أنها تتأرجح,362,3.807623863220215,3.4948842525482178,3.2884132862091064
102382,Poetry,julitza,11,ما هو الشعر؟ الشعر هو وسيلة للعقل الفني للكتّاب. هو وسيلة للتعبير الحر. لنشر عواطفك الخاصة، على الرغم من أنها لا تحظى بالتقدير الكامل دائما. الشعر هو مدخل إلى روحك ذاتها. حر للناس لتفسير معناه، ولكن فقط لكي تعرف الغرض الحقيقي من وراءه. هو المكان الذي تُطلق فيه أفكارك الداخلية باستخدام قلم وورقة فقط. بالنسبة لي، الشعر هو الشيء الذي يجلب لي الفرح. فرصة لاستخدام إبداعي وخلق شيء جميل. طريقة لتنفيس مشاعري دون خوف من أن يتم صرفها أو ازدراءها. بالنسبة لي، الشعر هو حياتي.,587,3.575338840484619,3.330531597137451,3.312907457351685
61908,A Delightful Shove,justin,11,لم تبدأ هذه الحركة إلا لتتلوها ضحكتك المبهجة وعندما رأيت ابتسامتك المتوهجة,259,4.240294456481934,3.9042983055114746,3.453636407852173
100494,The Summer Sky,justin,11,السماء الصيفية، رائحتها مثل فطيرة طازجة الطقس جميل جداً، مثل لفة النرد. الصيف هو أفضل وقت في السنة، عندما يغادر، أخاف دائماً.,167,3.937444686889648,3.604882717132568,3.300875425338745
84410,Our Love,k,11,لقد رأيتك يا حبيبتي منذ ثلاث سنوات من قبل أن وقعت في الحب معك. لقد أحببتك من أول مرة جعلت قلبي يرنم ويثور مثل الطيور التي كانت سعيدة كما لمسة الخاص الخاصة بك ضيقة جدا،,756,3.9952139854431152,3.854045152664185,3.3470373153686523
